MAX_TEMP,MIN_TEMP,RAINFALL_CH,SOLAR_EXPOSURE,DATE_READING,NO_OF_CAPTURE,Year,Month,Day,Period over which rainfall was measured (days),Fort Hill Rainfall Amount,tide_range,tide_max,tide_min,COMMON_NAME,DATE_CAPTURED,DESCRIPTION,GROUP_NAME,ID,LATITUDE,LOCATION,LONGITUDE,NOTES,SCIENTIFIC_NAME,SEX,TAXONID,TOTAL_LENGTH,TRAP_NUMBER,_clipped,1_TOTAL_LENGTH,2_TOTAL_LENGTH,3_TOTAL_LENGTH,4_TOTAL_LENGTH,5_TOTAL_LENGTH,6_TOTAL_LENGTH,7_TOTAL_LENGTH,8_TOTAL_LENGTH,9_TOTAL_LENGTH,10_TOTAL_LENGTH,11_TOTAL_LENGTH,12_TOTAL_LENGTH,13_TOTAL_LENGTH,14_TOTAL_LENGTH,15_TOTAL_LENGTH,16_TOTAL_LENGTH,17_TOTAL_LENGTH,18_TOTAL_LENGTH,19_TOTAL_LENGTH,36_TOTAL_LENGTH,37_TOTAL_LENGTH,39_TOTAL_LENGTH,43_TOTAL_LENGTH,46_TOTAL_LENGTH,47_TOTAL_LENGTH,48_TOTAL_LENGTH,52_TOTAL_LENGTH,53_TOTAL_LENGTH,54_TOTAL_LENGTH,55_TOTAL_LENGTH,56_TOTAL_LENGTH
32.1,27.3,7.2,17.5,20170313,0,2017,3,13,3,59,3.7393158837336067,6.039881270527041,2.3005653867934344,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,26.3,0,25.3,20180226,0,2018,2,26,,0,6.618847688978669,7.6975174669478355,1.078669777969166,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.6,24.1,152.6,15.6,20060426,0,2006,4,26,1,39.5,5.6751843699391795,6.905775461622708,1.2305910916835288,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,21.8,0,27.7,20060409,0,2006,4,9,,0,6.689581238472579,7.346372165784106,0.6567909273115276,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,24.2,0,25.1,20111007,3,2011,10,7,,,7.872479812179087,7.970439867771001,0.09796005559191379,Saltwater Crocodile,20111007,Trap,Hope Inlet,3996,-12.384554,Howard River,131.046759,,C. porosus,M,9725,0,18,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,207,0,308,0,0,0,0,0,0,0,0,0,0,0
32.9,22.3,0,21.2,20190523,3,2019,5,23,,0,4.2330559557524445,6.195824894725666,1.962768938973221,Saltwater Crocodile,20190523,Trap,Hope Inlet,22795,-12.324761,Near Tree Point,131.044948,,C. porosus,F,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,208,171,0,0,0,0,0,0,0,0,0,0,0,0
32.3,18.4,0,23.8,20080807,0,2008,8,7,,,5.098969906460827,6.516712787985586,1.41774288152476,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,24.3,0,26.1,20090401,1,2009,4,1,,,4.292639558272718,6.532855240648949,2.240215682376231,Saltwater Crocodile,20090401,Trap,East Arm,2068,-12.465731,Bleesers Creek,130.904771,,C. porosus,F,9725,0,13,no,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,22.7,0,22.9,20130508,2,2013,5,8,,,5.696996337985447,7.155199432725081,1.458203094739634,Saltwater Crocodile,20130508,Trap,Pioneer Creek,7156,-12.641836,Pioneer Creek,130.868242,400/06/10s,C. porosus,M,9725,0,3,no,0,0,204,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,24.3,52,11.4,20071118,0,2007,11,18,1,17,6.017163109994939,7.016265965345751,0.9991028553508117,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.8,22,0,24.2,20110829,0,2011,8,29,,,4.077752916478726,5.985177111344451,1.9074241948657247,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9,26.3,0.4,4.6,20161230,0,2016,12,30,,,2.7572903213764777,5.704718735295305,2.9474284139188276,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,27.8,0,26.1,20181203,0,2018,12,3,,0,7.732031377661311,7.859490760424338,0.1274593827630266,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,25.6,0,18.1,20140304,0,2014,3,4,,0,2.9569819973864986,5.416821501628987,2.4598395042424883,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,26.8,0,21.6,20131210,4,2013,12,10,,0,6.745509174946181,7.433270182733583,0.6877610077874019,Saltwater Crocodile,20131210,Harpoon,Northern Suburb,8315,-12.348776,Buffalo Creek,130.909007,,C. porosus,M,9725,0,15,no,0,310,0,0,0,0,0,0,0,0,0,0,0,252,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.8,19.4,0,24,20190828,1,2019,8,28,,0,5.314430066996337,6.871098607425602,1.5566685404292655,Saltwater Crocodile,20190828,Trap,Palmerston,23219,-12.474476,Hudson Creek,130.936403,,C. porosus,M,9725,0,12,no,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7,25.9,0,23,20130424,2,2013,4,24,,,4.48120737394774,6.474326663921589,1.993119289973849,Saltwater Crocodile,20130424,Trap,Darwin,7075,-12.443089,Sadgroves Creek,130.865536,,C. porosus,M,9725,0,14,no,0,0,0,0,0,0,0,0,0,312,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.2,21.7,0,24.4,20190309,0,2019,3,9,,,2.2014951658129585,5.179442177427298,2.977947011614339,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,26.4,0,23.8,20150321,0,2015,3,21,,,3.5784079131588795,5.935235222921515,2.356827309762635,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,24.2,0,20,20140517,0,2014,5,17,,,2.412918305792025,5.500231068090203,3.087312762298178,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,25.7,15.7,17,20150125,0,2015,1,25,,,3.916937780365531,5.987371099843422,2.0704333194778908,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,26.3,0,14.9,20090117,0,2009,1,17,,,5.364622724265099,6.727016964258706,1.3623942399936064,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,27.7,0,27.5,20080116,0,2008,1,16,,0,6.022136080261052,7.213125519876799,1.1909894396157474,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,21.5,0,25.5,20140909,0,2014,9,9,,,4.65672623186911,6.270196220044596,1.613469988175487,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,26,0,21.5,20141122,0,2014,11,22,,0,3.2960282003402943,5.896645608491573,2.6006174081512787,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,26.3,0.2,24.1,20160123,0,2016,1,23,,0,5.2870115691960065,7.0773494952460805,1.790337926050074,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,23.5,36,24.8,20141105,1,2014,11,5,1,77,6.363650510827273,7.170685313708411,0.8070348028811383,Saltwater Crocodile,20141105,Trap,West Arm,11335,-12.600867,West Arm,130.77131,Died from asphixiation,C. porosus,M,9725,0,2,no,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.2,24,4.2,24.6,20160906,0,2016,9,6,,0,4.165910853060764,6.194400255732421,2.028489402671658,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.7,18.7,0,20.4,20180604,0,2018,6,4,,0,4.881318658876715,6.393344503606649,1.512025844729933,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,20.5,0,25.1,20070905,0,2007,9,5,,0,6.57673394097414,7.479293948014906,0.902560007040766,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,24.1,41,8,20110402,0,2011,4,2,1,11,4.439481842598102,6.482852843347379,2.0433710007492767,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.7,23.5,25,23.2,20090316,0,2009,3,16,,,4.294782441666601,6.450369530681172,2.1555870890145714,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,25.5,0,26.6,20180219,0,2018,2,19,3,40,2.52699312780802,5.365363384171068,2.8383702563630475,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,21.2,0,27.3,20120913,1,2012,9,13,,,5.457410481017805,6.680594195699854,1.2231837146820488,Saltwater Crocodile,20120913,Trap,Hope Inlet,5495,-12.384554,Howard River,131.046759,,C. porosus,M,9725,0,18,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,28,0,27.6,20091027,0,2009,10,27,,,6.743931760046922,7.345387429073231,0.6014556690263086,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6,26,0,26.8,20170302,4,2017,3,2,,,2.7790824237408804,5.513359556362705,2.7342771326218243,Saltwater Crocodile,20170302,Trap,West Arm,16415,-12.600867,West Arm A,130.77131,West Arm A,C. porosus,M,9725,0,2,no,172,233,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4,25.1,0,23,20130417,2,2013,4,17,,,5.425298361491926,6.9067694817503416,1.481471120258416,Saltwater Crocodile,20130417,Trap,Middle Arm,7016,-12.553961,Jones Creek,130.88519,,C. porosus,M,9725,0,10,no,0,204,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,21.2,0,27.6,20060408,0,2006,4,8,,0,7.17544682739951,7.633555583664004,0.45810875626449343,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.3,24.4,52,9.7,20130120,0,2013,1,20,,,6.999403885934503,7.68772339619899,0.6883195102644875,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,23.2,0,25.2,20120209,5,2012,2,9,,,2.7870922278489108,5.561947273900863,2.774855046051952,Saltwater Crocodile,20120209,Trap,Middle Arm,4360,-12.553961,Jones Creek,130.88519,,C. porosus,M,9725,0,10,no,0,0,0,0,0,0,0,0,0,150,0,182,0,0,186,0,0,0,147,165,0,0,0,0,0,0,0,0,0,0,0
33.6,22.8,0,21.1,20100730,2,2010,7,30,,,3.516487261535969,5.662897535006378,2.146410273470409,Saltwater Crocodile,20100730,Trap,Hope Inlet,3155,-12.324761,Near Tree Point,131.044948,,C. porosus,M,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,223,0,0,0,0,0,0,0,0,0,0,0,0
32.7,24,0,11.2,20131223,0,2013,12,23,3,32,4.606968947573442,6.31832797322714,1.7113590256536977,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,19.4,0,22.6,20140805,0,2014,8,5,,,5.928267896691425,7.104982482429945,1.17671458573852,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,23.7,0,23.1,20170818,0,2017,8,18,,0,6.385795162921575,7.332357015408771,0.9465618524871964,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,24,1,25.3,20061206,0,2006,12,6,,0,3.3304696804330467,6.070975696078369,2.7405060156453223,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23.2,0,19.9,20190504,0,2019,5,4,,0,3.1281075385278276,5.79014243785933,2.662034899331502,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,22,0,21.1,20190524,0,2019,5,24,,0,5.127143956165077,6.615797942733815,1.488653986568738,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,25,0,18.4,20100108,0,2010,1,8,,,6.674951182989407,7.427572941052935,0.7526217580635279,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,23.7,0,21,20161231,0,2016,12,31,7,222.2,2.8111498723877357,5.532198203083844,2.7210483306961084,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,28.9,0,26.5,20181202,0,2018,12,2,,0,7.679822861088843,7.862460772236562,0.18263791114771966,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,17,0,22.6,20090731,0,2009,7,31,,,7.040491762267401,7.592178176714539,0.5516864144471376,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,25,0,21.5,20160514,0,2016,5,14,,0,7.104014418691058,7.654309997961995,0.5502955792709368,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7,24.7,0.4,23,20170420,2,2017,4,20,,0,6.028286271813927,7.173106212205958,1.1448199403920305,Saltwater Crocodile,20170420,Trap,Hope Inlet,17075,-12.373801,Kings Creek,131.018415,,C. porosus,M,9725,0,17,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,17,0,20.3,20190628,0,2019,6,28,,0,5.618143194174165,6.812756473625781,1.1946132794516156,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,25.5,20.4,16.9,20090303,0,2009,3,3,,,4.8382551223467285,6.798813076484386,1.960557954137657,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,22.7,2.5,10.3,20161106,0,2016,11,6,,,4.992730662869482,6.597665226028235,1.604934563158754,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,23.5,0,21.9,20190922,0,2019,9,22,,0,5.566905512726524,7.103403586505655,1.5364980737791312,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2,23.8,10.2,21.8,20080316,0,2008,3,16,,0,7.088823502766001,7.911407608449824,0.822584105683823,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,25.1,0,20.6,20131025,1,2013,10,25,,,5.087521404207941,6.6656085760693005,1.5780871718613594,Saltwater Crocodile,20131025,Trap,Hope Inlet,8078,-12.3479,Little Howard River,131.05011,,C. porosus,M,9725,0,36,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0
31,17.3,0,23.4,20150805,2,2015,8,5,,0,4.328051585089987,6.097564970505754,1.7695133854157667,Saltwater Crocodile,20150805,Trap,Berry Creek,12795,-12.700917,Berry Trap 3,130.994433,,C. porosus,M,9725,0,48,no,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0
32.9,25.4,0,22.6,20070416,0,2007,4,16,,0,4.979368910147828,6.559405692119458,1.5800367819716294,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.8,24.1,219.1,2.3,20120314,0,2012,3,14,,,4.84052925261488,6.770920922242436,1.9303916696275554,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.9,28.1,0,5.5,20120207,1,2012,2,7,1,0,4.04374878841546,6.402849662195558,2.359100873780098,Saltwater Crocodile,20120207,Trap,Elizabeth River downstream,4358,-12.538871,Mitchell Creek,130.991302,,C. porosus,F,9725,0,11,no,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,27.5,0,20.4,20071128,0,2007,11,28,,0,4.01083260319018,5.959807151641941,1.948974548451761,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,25.5,0,24.7,20061123,0,2006,11,23,,0,2.8218246149057347,5.593612335459824,2.771787720554089,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.9,16,0,21.1,20110514,0,2011,5,14,,,6.24261048803335,7.127747512973155,0.8851370249398047,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,19.3,0,25.1,20130902,2,2013,9,2,,,5.887843802728149,7.010865361458956,1.1230215587308066,Saltwater Crocodile,20130902,Trap,Woods Inlet,7775,-12.487708,Woods Inlet,130.756395,,C. porosus,M,9725,0,1,no,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0
35.3,26.6,0,25.9,20151125,0,2015,11,25,,0,5.248650088139321,6.705058410280283,1.4564083221409616,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,26.5,0,15.4,20190101,0,2019,1,1,,0,7.721839115081918,7.9287905111330055,0.2069513960510876,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,22.6,0,23.6,20181026,0,2018,10,26,1,13,2.0265840781261932,5.244413978911494,3.2178299007853006,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.7,20.5,0,19.3,20100703,0,2010,7,3,,,5.155398471872358,6.516570353455293,1.3611718815829352,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,25,0,19.5,20180502,0,2018,5,2,,0,2.8186431140243524,5.610283758545636,2.7916406445212836,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,23.8,0,25.3,20061012,1,2006,10,12,,0,4.490125962971475,6.585327222718895,2.0952012597474203,Saltwater Crocodile,20061012,Trap,Blackmore River,2324,-12.651711,Middle Arm,130.964682,,C. porosus,M,9725,0,9,no,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,25,0.3,24.6,20100320,0,2010,3,20,,,3.2258177381353033,6.019539067646738,2.7937213295114347,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6,25.4,0,24.7,20200329,0,2020,3,29,,0,3.780917245853134,6.301679460038869,2.5207622141857353,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,24.3,0,19.1,20140417,2,2014,4,17,,0,1.9971149878465235,5.243117980794898,3.246002992948375,Saltwater Crocodile,20140417,Trap,Northern Suburb,9136,-12.348776,Buffalo Creek,130.909007,,C. porosus,F,9725,0,15,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0
33.8,23.9,0,26.2,20130930,0,2013,9,30,,,6.4733114146918975,7.246256312270562,0.772944897578665,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,28.8,0,27.5,20161108,0,2016,11,8,,0,6.061349537082771,7.104921726980624,1.0435721898978527,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4,27.6,0,28,20061110,0,2006,11,10,,0,4.246005971657808,6.341343453694542,2.095337482036734,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16,0,21.1,20120608,1,2012,6,8,,,4.007347632488956,5.91340684074477,1.9060592082558143,Saltwater Crocodile,20120608,Trap,Hope Inlet,4960,-12.384554,Howard River,131.046759,,C. porosus,M,9725,0,18,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,22.6,0,21,20150518,0,2015,5,18,,0,4.202641428914391,6.411979090498463,2.2093376615840716,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.7,20.2,0,21,20060712,0,2006,7,12,,0,3.422564670185236,5.824578264505799,2.402013594320563,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,15.3,0,21.9,20160807,0,2016,8,7,,0,4.0714309030223035,5.930790742239222,1.859359839216919,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,24.1,0.2,24.7,20120411,2,2012,4,11,1,19,3.4880186747383073,6.112744491376711,2.6247258166384038,Saltwater Crocodile,20120411,Trap,West Arm,4615,-12.600867,West Arm,130.77131,Mix up with id number - doubled up. Wrong scutes cut ,C. porosus,M,9725,0,2,no,0,212,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.3,20.9,0,23.2,20060510,0,2006,5,10,,0,5.087732359720144,6.689035428034106,1.6013030683139613,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25.4,0,25.2,20111008,0,2011,10,8,,,7.601687997219978,7.752273024263124,0.1505850270431459,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,24.9,0,22.1,20060429,0,2006,4,29,,0,2.8192040786164485,5.608641599665502,2.789437521049053,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,25.3,0,17,20130517,5,2013,5,17,,,5.551341962176255,6.822549702105031,1.2712077399287764,Saltwater Crocodile,20130517,Trap,Hope Inlet,7216,-12.324761,Near Tree Point,131.044948,,C. porosus,M,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,259,236,0,232,270,0,0,0,0,0,0,0,0,0,0,0
33.2,26.8,0,12.3,20160319,0,2016,3,19,,,7.2971346926260825,7.9475642912943485,0.650429598668266,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7,26.7,0,26.1,20140102,0,2014,1,2,2,12,3.575053953000356,6.238688560522103,2.663634607521747,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,25.8,0,24.6,20191108,0,2019,11,8,,,6.843736748013258,7.342152495962159,0.4984157479489011,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
