DATE_READING,YEAR,MONTH,DAY,ELNINO,LANINA,DATE_CAPTURED,AREA_NUMBER,AREA_NAME,GROUP_NAME,1_NO_OF_CAPTURE,2_NO_OF_CAPTURE,3_NO_OF_CAPTURE,4_NO_OF_CAPTURE,TOTAL_CAPTURE,SCIENTIFIC_NAME
20090521,2009,5,21,0,0,,,,,0,0,0,0,0,
20111222,2011,12,22,0,1,20111222,4,West Group,Woods Inlet,1,0,0,1,2,C. porosus
20101124,2010,11,24,0,1,20101124,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20080402,2008,4,2,0,0,,,,,0,0,0,0,0,
20091216,2009,12,16,1,0,,,,,0,0,0,0,0,
20120816,2012,8,16,0,0,,,,,0,0,0,0,0,
20170722,2017,7,22,0,0,,,,,0,0,0,0,0,
20081112,2008,11,12,0,0,,,,,0,0,0,0,0,
20170127,2017,1,27,0,0,20170127,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20100726,2010,7,26,0,1,,,,,0,0,0,0,0,
20090518,2009,5,18,0,0,,,,,0,0,0,0,0,
20120731,2012,7,31,0,0,,,,,0,0,0,0,0,
20180818,2018,8,18,0,0,,,,,0,0,0,0,0,
20070309,2007,3,9,0,0,20070309,3,Northeast Group,Northern Suburb,0,1,1,0,2,C. porosus
20100526,2010,5,26,0,0,20100526,2,Urban Group,East Arm,0,1,0,0,1,C. porosus
20150221,2015,2,21,0,0,,,,,0,0,0,0,0,
20161026,2016,10,26,0,0,20161026,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20080624,2008,6,24,0,0,,,,,0,0,0,0,0,
20130819,2013,8,19,0,0,,,,,0,0,0,0,0,
20160604,2016,6,4,0,0,,,,,0,0,0,0,0,
20190125,2019,1,25,0,0,20190125,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20150201,2015,2,1,0,0,20150201,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20130112,2013,1,12,0,0,,,,,0,0,0,0,0,
20140209,2014,2,9,0,0,,,,,0,0,0,0,0,
20170904,2017,9,4,0,0,,,,,0,0,0,0,0,
20190507,2019,5,7,0,0,,,,,0,0,0,0,0,
20190901,2019,9,1,0,0,,,,,0,0,0,0,0,
20200420,2020,4,20,0,0,,,,,0,0,0,0,0,
20200628,2020,6,28,0,0,,,,,0,0,0,0,0,
20120701,2012,7,1,0,0,,,,,0,0,0,0,0,
20171028,2017,10,28,0,0,20171028,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20070205,2007,2,5,0,0,,,,,0,0,0,0,0,
20080824,2008,8,24,0,0,,,,,0,0,0,0,0,
20200120,2020,1,20,0,0,,,,,0,0,0,0,0,
20160519,2016,5,19,0,0,20160519,2,Urban Group,Darwin,1,2,3,1,7,C. porosus
20170512,2017,5,12,0,0,20170512,1,South Group,Southport,1,0,0,0,1,C. porosus
20170407,2017,4,7,0,0,20170407,2,Urban Group,Palmerston,0,2,1,0,3,C. porosus
20140605,2014,6,5,0,0,20140605,2,Urban Group,Palmerston,0,1,2,0,3,C. porosus
20180115,2018,1,15,0,1,,,,,0,0,0,0,0,
20190115,2019,1,15,0,0,,,,,0,0,0,0,0,
20130627,2013,6,27,0,0,20130627,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20070830,2007,8,30,0,1,,,,,0,0,0,0,0,
20090208,2009,2,8,1,0,,,,,0,0,0,0,0,
20191205,2019,12,5,0,0,20191205,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20150727,2015,7,27,1,0,,,,,0,0,0,0,0,
20071224,2007,12,24,0,1,,,,,0,0,0,0,0,
20070427,2007,4,27,0,0,,,,,0,0,0,0,0,
20140820,2014,8,20,0,0,,,,,0,0,0,0,0,
20110507,2011,5,7,0,0,,,,,0,0,0,0,0,
20200901,2020,9,1,0,0,,,,,0,0,0,0,0,
20170215,2017,2,15,0,0,20170215,1,South Group,Southport,1,0,0,0,1,C. porosus
20140326,2014,3,26,0,0,,,,,0,0,0,0,0,
20181025,2018,10,25,0,0,20181025,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20200724,2020,7,24,0,0,,,,,0,0,0,0,0,
20080602,2008,6,2,0,0,,,,,0,0,0,0,0,
20170227,2017,2,27,0,0,20170227,2,Urban Group,Elizabeth River downstream,0,2,0,0,2,C. porosus
20150220,2015,2,20,0,0,,,,,0,0,0,0,0,
20160504,2016,5,4,0,0,,,,,0,0,0,0,0,
20170717,2017,7,17,0,0,,,,,0,0,0,0,0,
20190126,2019,1,26,0,0,,,,,0,0,0,0,0,
20121207,2012,12,7,0,0,,,,,0,0,0,0,0,
20161116,2016,11,16,0,0,,,,,0,0,0,0,0,
20101017,2010,10,17,0,1,,,,,0,0,0,0,0,
20190215,2019,2,15,0,0,,,,,0,0,0,0,0,
20110121,2011,1,21,0,1,,,,,0,0,0,0,0,
20200716,2020,7,16,0,0,20200716,1,South Group,Blackmore River,2,0,0,0,2,C. porosus
20191103,2019,11,3,0,0,,,,,0,0,0,0,0,
20200106,2020,1,6,0,0,,,,,0,0,0,0,0,
20150409,2015,4,9,0,0,20150409,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20140315,2014,3,15,0,0,,,,,0,0,0,0,0,
20130820,2013,8,20,0,0,,,,,0,0,0,0,0,
20080322,2008,3,22,0,0,,,,,0,0,0,0,0,
20131017,2013,10,17,0,0,,,,,0,0,0,0,0,
20120422,2012,4,22,0,0,,,,,0,0,0,0,0,
20101107,2010,11,7,0,1,,,,,0,0,0,0,0,
20060926,2006,9,26,0,0,,,,,0,0,0,0,0,
20181220,2018,12,20,0,0,,,,,0,0,0,0,0,
20070501,2007,5,1,0,0,,,,,0,0,0,0,0,
20140325,2014,3,25,0,0,20140325,3,Northeast Group,Hope Inlet,1,1,1,0,3,C. porosus
20071115,2007,11,15,0,1,,,,,0,0,0,0,0,
20200725,2020,7,25,0,0,20200725,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20161031,2016,10,31,0,0,,,,,0,0,0,0,0,
20190328,2019,3,28,0,0,20190328,1,South Group,Southport,1,0,0,0,1,C. porosus
20100420,2010,4,20,0,0,20100420,2,Urban Group,Elizabeth River downstream,1,1,0,0,2,C. porosus
20110822,2011,8,22,0,0,,,,,0,0,0,0,0,
20170226,2017,2,26,0,0,,,,,0,0,0,0,0,
20180824,2018,8,24,0,0,,,,,0,0,0,0,0,
20120802,2012,8,2,0,0,,,,,0,0,0,0,0,
20150121,2015,1,21,0,0,20150121,4,West Group,West Arm,0,0,0,1,1,C. porosus
20150104,2015,1,4,0,0,20150104,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20081122,2008,11,22,0,0,,,,,0,0,0,0,0,
20130327,2013,3,27,0,0,20130327,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20120109,2012,1,9,0,1,,,,,0,0,0,0,0,
20100606,2010,6,6,0,0,,,,,0,0,0,0,0,
20110710,2011,7,10,0,0,,,,,0,0,0,0,0,
20160428,2016,4,28,0,0,,,,,0,0,0,0,0,
20180627,2018,6,27,0,0,,,,,0,0,0,0,0,
20180427,2018,4,27,0,0,20180427,2,Urban Group,Elizabeth River downstream,2,2,0,1,5,C. porosus
20190403,2019,4,3,0,0,20190403,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20100305,2010,3,5,1,0,20100305,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20070711,2007,7,11,0,0,,,,,0,0,0,0,0,
20181213,2018,12,13,0,0,20181213,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20170630,2017,6,30,0,0,20170630,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20140624,2014,6,24,0,0,,,,,0,0,0,0,0,
20141028,2014,10,28,0,0,,,,,0,0,0,0,0,
20160419,2016,4,19,0,0,,,,,0,0,0,0,0,
20170727,2017,7,27,0,0,,,,,0,0,0,0,0,
20180330,2018,3,30,0,0,,,,,0,0,0,0,0,
20071029,2007,10,29,0,1,,,,,0,0,0,0,0,
20180719,2018,7,19,0,0,20180719,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20080304,2008,3,4,0,0,,,,,0,0,0,0,0,
20111019,2011,10,19,0,1,,,,,0,0,0,0,0,
20120423,2012,4,23,0,0,,,,,0,0,0,0,0,
20200423,2020,4,23,0,0,,,,,0,0,0,0,0,
20070823,2007,8,23,0,1,,,,,0,0,0,0,0,
20120907,2012,9,7,0,0,20120907,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20101129,2010,11,29,0,1,20101129,2,Urban Group,East Arm,0,2,0,0,2,C. porosus
20100508,2010,5,8,0,0,,,,,0,0,0,0,0,
20111112,2011,11,12,0,1,,,,,0,0,0,0,0,
20120717,2012,7,17,0,0,,,,,0,0,0,0,0,
20200624,2020,6,24,0,0,,,,,0,0,0,0,0,
20180123,2018,1,23,0,1,,,,,0,0,0,0,0,
20150611,2015,6,11,1,0,20150611,1,South Group,Southport,1,0,0,0,1,C. porosus
20120219,2012,2,19,0,1,,,,,0,0,0,0,0,
20080419,2008,4,19,0,0,,,,,0,0,0,0,0,
20090514,2009,5,14,0,0,20090514,4,West Group,West Arm,0,0,0,1,1,C. porosus
20130111,2013,1,11,0,0,20130111,4,West Group,West Arm,0,0,0,1,1,C. porosus
20190204,2019,2,4,0,0,,,,,0,0,0,0,0,
20170117,2017,1,17,0,0,20170117,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20090423,2009,4,23,0,0,,,,,0,0,0,0,0,
20160429,2016,4,29,0,0,20160429,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20061008,2006,10,8,1,0,,,,,0,0,0,0,0,
20111203,2011,12,3,0,1,,,,,0,0,0,0,0,
20150926,2015,9,26,1,0,,,,,0,0,0,0,0,
20180429,2018,4,29,0,0,,,,,0,0,0,0,0,
20130616,2013,6,16,0,0,,,,,0,0,0,0,0,
20140625,2014,6,25,0,0,,,,,0,0,0,0,0,
20170720,2017,7,20,0,0,20170720,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20120309,2012,3,9,0,0,20120309,3,Northeast Group,Northern Suburb,0,0,3,0,3,C. porosus
20121105,2012,11,5,0,0,,,,,0,0,0,0,0,
20200422,2020,4,22,0,0,20200422,4,West Group,West Arm,0,0,0,1,1,C. porosus
20091214,2009,12,14,1,0,,,,,0,0,0,0,0,
20110510,2011,5,10,0,0,,,,,0,0,0,0,0,
20111017,2011,10,17,0,1,,,,,0,0,0,0,0,
20070428,2007,4,28,0,0,,,,,0,0,0,0,0,
20130409,2013,4,9,0,0,,,,,0,0,0,0,0,
20111224,2011,12,24,0,1,,,,,0,0,0,0,0,
20090913,2009,9,13,0,0,,,,,0,0,0,0,0,
20090509,2009,5,9,0,0,,,,,0,0,0,0,0,
20100720,2010,7,20,0,1,20100720,2,Urban Group,East Arm,0,1,0,0,1,C. porosus
20061128,2006,11,28,1,0,20061128,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20130921,2013,9,21,0,0,,,,,0,0,0,0,0,
20180912,2018,9,12,0,0,,,,,0,0,0,0,0,
20190425,2019,4,25,0,0,,,,,0,0,0,0,0,
20061203,2006,12,3,1,0,,,,,0,0,0,0,0,
20080626,2008,6,26,0,0,,,,,0,0,0,0,0,
20120517,2012,5,17,0,0,,,,,0,0,0,0,0,
20130808,2013,8,8,0,0,,,,,0,0,0,0,0,
20150223,2015,2,23,0,0,20150223,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20081007,2008,10,7,0,0,,,,,0,0,0,0,0,
20161020,2016,10,20,0,0,20161020,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20100617,2010,6,17,0,0,20100617,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20130312,2013,3,12,0,0,,,,,0,0,0,0,0,
20180122,2018,1,22,0,1,,,,,0,0,0,0,0,
20180720,2018,7,20,0,0,,,,,0,0,0,0,0,
20190903,2019,9,3,0,0,,,,,0,0,0,0,0,
20191202,2019,12,2,0,0,,,,,0,0,0,0,0,
20090803,2009,8,3,0,0,,,,,0,0,0,0,0,
20121022,2012,10,22,0,0,,,,,0,0,0,0,0,
20170106,2017,1,6,0,0,20170106,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20070207,2007,2,7,0,0,20070207,2,Urban Group,East Arm,1,1,1,0,3,C. porosus
20141130,2014,11,30,0,0,,,,,0,0,0,0,0,
20180612,2018,6,12,0,0,,,,,0,0,0,0,0,
20170405,2017,4,5,0,0,20170405,1,South Group,Blackmore River,2,1,0,0,3,C. porosus
20090219,2009,2,19,1,0,20090219,1,South Group,Middle Arm,4,0,0,1,5,C. porosus
20121110,2012,11,10,0,0,,,,,0,0,0,0,0,
20171108,2017,11,8,0,0,,,,,0,0,0,0,0,
20150210,2015,2,10,0,0,,,,,0,0,0,0,0,
20091017,2009,10,17,0,0,,,,,0,0,0,0,0,
20130625,2013,6,25,0,0,,,,,0,0,0,0,0,
20160314,2016,3,14,1,0,,,,,0,0,0,0,0,
20100317,2010,3,17,1,0,,,,,0,0,0,0,0,
20081012,2008,10,12,0,0,,,,,0,0,0,0,0,
20110501,2011,5,1,0,0,,,,,0,0,0,0,0,
20120722,2012,7,22,0,0,,,,,0,0,0,0,0,
20200522,2020,5,22,0,0,20200522,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20131008,2013,10,8,0,0,,,,,0,0,0,0,0,
20180802,2018,8,2,0,0,20180802,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20170917,2017,9,17,0,0,,,,,0,0,0,0,0,
20191001,2019,10,1,0,0,,,,,0,0,0,0,0,
20111103,2011,11,3,0,1,,,,,0,0,0,0,0,
20140118,2014,1,18,0,0,,,,,0,0,0,0,0,
20200722,2020,7,22,0,0,,,,,0,0,0,0,0,
20090416,2009,4,16,0,0,,,,,0,0,0,0,0,
20200414,2020,4,14,0,0,20200414,2,Urban Group,East Arm,0,2,0,0,2,C. porosus
20090825,2009,8,25,0,0,20090825,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20100323,2010,3,23,1,0,,,,,0,0,0,0,0,
20100619,2010,6,19,0,0,,,,,0,0,0,0,0,
20161114,2016,11,14,0,0,20161114,1,South Group,Middle Arm,1,0,0,0,1,C. porosus
20081021,2008,10,21,0,0,,,,,0,0,0,0,0,
20180706,2018,7,6,0,0,,,,,0,0,0,0,0,
20141008,2014,10,8,0,0,20141008,4,West Group,West Arm,0,0,0,1,1,C. porosus
20200710,2020,7,10,0,0,,,,,0,0,0,0,0,
20180709,2018,7,9,0,0,,,,,0,0,0,0,0,
20200224,2020,2,24,0,0,,,,,0,0,0,0,0,
20180716,2018,7,16,0,0,20180716,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20160814,2016,8,14,0,0,,,,,0,0,0,0,0,
20150417,2015,4,17,0,0,20150417,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20130525,2013,5,25,0,0,,,,,0,0,0,0,0,
20191110,2019,11,10,0,0,,,,,0,0,0,0,0,
20100310,2010,3,10,1,0,,,,,0,0,0,0,0,
20101031,2010,10,31,0,1,,,,,0,0,0,0,0,
20130910,2013,9,10,0,0,20130910,4,West Group,West Arm,0,0,0,1,1,C. porosus
20131106,2013,11,6,0,0,,,,,0,0,0,0,0,
20140613,2014,6,13,0,0,,,,,0,0,0,0,0,
20191120,2019,11,20,0,0,20191120,3,Northeast Group,Northern Suburb,0,1,1,1,3,C. porosus
20070507,2007,5,7,0,0,,,,,0,0,0,0,0,
20151111,2015,11,11,1,0,,,,,0,0,0,0,0,
20170311,2017,3,11,0,0,,,,,0,0,0,0,0,
20120321,2012,3,21,0,0,20120321,1,South Group,Southport,1,0,0,0,1,C. porosus
20170224,2017,2,24,0,0,,,,,0,0,0,0,0,
20180927,2018,9,27,0,0,,,,,0,0,0,0,0,
20181222,2018,12,22,0,0,,,,,0,0,0,0,0,
20111005,2011,10,5,0,1,,,,,0,0,0,0,0,
20080518,2008,5,18,0,0,,,,,0,0,0,0,0,
20090407,2009,4,7,0,0,,,,,0,0,0,0,0,
20081120,2008,11,20,0,0,,,,,0,0,0,0,0,
20090616,2009,6,16,0,0,,,,,0,0,0,0,0,
20180621,2018,6,21,0,0,20180621,2,Urban Group,East Arm,2,2,0,0,4,C. porosus
20190912,2019,9,12,0,0,20190912,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20180531,2018,5,31,0,0,20180531,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20181013,2018,10,13,0,0,,,,,0,0,0,0,0,
20070120,2007,1,20,1,0,,,,,0,0,0,0,0,
20180425,2018,4,25,0,0,,,,,0,0,0,0,0,
20200111,2020,1,11,0,0,,,,,0,0,0,0,0,
20180708,2018,7,8,0,0,,,,,0,0,0,0,0,
20190515,2019,5,15,0,0,20190515,2,Urban Group,East Arm,0,1,0,0,1,C. porosus
20200227,2020,2,27,0,0,,,,,0,0,0,0,0,
20160817,2016,8,17,0,0,,,,,0,0,0,0,0,
20180717,2018,7,17,0,0,,,,,0,0,0,0,0,
20150327,2015,3,27,0,0,,,,,0,0,0,0,0,
20120711,2012,7,11,0,0,,,,,0,0,0,0,0,
20180213,2018,2,13,0,1,,,,,0,0,0,0,0,
20110309,2011,3,9,0,1,20110309,1,South Group,Middle Arm,1,2,0,1,4,C. porosus
20170924,2017,9,24,0,0,,,,,0,0,0,0,0,
20190405,2019,4,5,0,0,20190405,3,Northeast Group,Hope Inlet,1,0,2,0,3,C. porosus
20150424,2015,4,24,0,0,,,,,0,0,0,0,0,
20070907,2007,9,7,0,1,,,,,0,0,0,0,0,
20190420,2019,4,20,0,0,,,,,0,0,0,0,0,
20070530,2007,5,30,0,0,,,,,0,0,0,0,0,
20110626,2011,6,26,0,0,,,,,0,0,0,0,0,
20100411,2010,4,11,0,0,,,,,0,0,0,0,0,
20180121,2018,1,21,0,1,,,,,0,0,0,0,0,
20150617,2015,6,17,1,0,,,,,0,0,0,0,0,
20190526,2019,5,26,0,0,,,,,0,0,0,0,0,
20090421,2009,4,21,0,0,,,,,0,0,0,0,0,
20080818,2008,8,18,0,0,,,,,0,0,0,0,0,
20151219,2015,12,19,1,0,,,,,0,0,0,0,0,
20111201,2011,12,1,0,1,,,,,0,0,0,0,0,
20170115,2017,1,15,0,0,,,,,0,0,0,0,0,
20170103,2017,1,3,0,0,20170103,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20090922,2009,9,22,0,0,,,,,0,0,0,0,0,
20080614,2008,6,14,0,0,,,,,0,0,0,0,0,
20091008,2009,10,8,0,0,20091008,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20121125,2012,11,25,0,0,,,,,0,0,0,0,0,
20131230,2013,12,30,0,0,,,,,0,0,0,0,0,
20140810,2014,8,10,0,0,,,,,0,0,0,0,0,
20130605,2013,6,5,0,0,,,,,0,0,0,0,0,
20171030,2017,10,30,0,0,,,,,0,0,0,0,0,
20121013,2012,10,13,0,0,,,,,0,0,0,0,0,
20140830,2014,8,30,0,0,,,,,0,0,0,0,0,
20190423,2019,4,23,0,0,,,,,0,0,0,0,0,
20150128,2015,1,28,0,0,20150128,1,South Group,Southport,1,0,0,0,1,C. porosus
20200704,2020,7,4,0,0,,,,,0,0,0,0,0,
20100216,2010,2,16,1,0,,,,,0,0,0,0,0,
20080129,2008,1,29,0,1,,,,,0,0,0,0,0,
20170415,2017,4,15,0,0,20170415,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20080310,2008,3,10,0,0,,,,,0,0,0,0,0,
20160720,2016,7,20,0,0,20160720,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20150715,2015,7,15,1,0,,,,,0,0,0,0,0,
20130314,2013,3,14,0,0,20130314,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20080421,2008,4,21,0,0,,,,,0,0,0,0,0,
20090805,2009,8,5,0,0,,,,,0,0,0,0,0,
20151218,2015,12,18,1,0,,,,,0,0,0,0,0,
20080816,2008,8,16,0,0,,,,,0,0,0,0,0,
20110922,2011,9,22,0,0,,,,,0,0,0,0,0,
20081001,2008,10,1,0,0,,,,,0,0,0,0,0,
20161005,2016,10,5,0,0,,,,,0,0,0,0,0,
20081026,2008,10,26,0,0,,,,,0,0,0,0,0,
20070319,2007,3,19,0,0,,,,,0,0,0,0,0,
20100705,2010,7,5,0,1,,,,,0,0,0,0,0,
20100821,2010,8,21,0,1,,,,,0,0,0,0,0,
20110106,2011,1,6,0,1,,,,,0,0,0,0,0,
20181128,2018,11,28,0,0,20181128,4,West Group,West Arm,0,0,0,1,1,C. porosus
20070328,2007,3,28,0,0,,,,,0,0,0,0,0,
20121116,2012,11,16,0,0,20121116,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20140817,2014,8,17,0,0,,,,,0,0,0,0,0,
20191115,2019,11,15,0,0,20191115,2,Urban Group,East Arm,0,1,0,0,1,C. porosus
20100315,2010,3,15,1,0,,,,,0,0,0,0,0,
20131122,2013,11,22,0,0,,,,,0,0,0,0,0,
20120720,2012,7,20,0,0,20120720,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20070226,2007,2,26,0,0,,,,,0,0,0,0,0,
20090810,2009,8,10,0,0,,,,,0,0,0,0,0,
20100811,2010,8,11,0,1,,,,,0,0,0,0,0,
20140616,2014,6,16,0,0,,,,,0,0,0,0,0,
20120301,2012,3,1,0,0,,,,,0,0,0,0,0,
20170915,2017,9,15,0,0,,,,,0,0,0,0,0,
20090410,2009,4,10,0,0,,,,,0,0,0,0,0,
20150509,2015,5,9,1,0,,,,,0,0,0,0,0,
20120413,2012,4,13,0,0,20120413,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20150809,2015,8,9,1,0,,,,,0,0,0,0,0,
20200317,2020,3,17,0,0,20200317,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20180804,2018,8,4,0,0,,,,,0,0,0,0,0,
20070813,2007,8,13,0,1,20070813,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20061120,2006,11,20,1,0,,,,,0,0,0,0,0,
20191003,2019,10,3,0,0,,,,,0,0,0,0,0,
20111120,2011,11,20,0,1,,,,,0,0,0,0,0,
20110720,2011,7,20,0,0,,,,,0,0,0,0,0,
20161206,2016,12,6,0,0,,,,,0,0,0,0,0,
20200114,2020,1,14,0,0,,,,,0,0,0,0,0,
20070214,2007,2,14,0,0,,,,,0,0,0,0,0,
20160612,2016,6,12,0,0,,,,,0,0,0,0,0,
20200131,2020,1,31,0,0,,,,,0,0,0,0,0,
20170703,2017,7,3,0,0,,,,,0,0,0,0,0,
20090702,2009,7,2,0,0,,,,,0,0,0,0,0,
20081027,2008,10,27,0,0,,,,,0,0,0,0,0,
20061017,2006,10,17,1,0,,,,,0,0,0,0,0,
20070123,2007,1,23,1,0,20070123,3,Northeast Group,Northern Suburb,0,0,3,0,3,C. porosus
20180728,2018,7,28,0,0,20180728,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20100822,2010,8,22,0,1,,,,,0,0,0,0,0,
20130322,2013,3,22,0,0,20130322,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20160812,2016,8,12,0,0,,,,,0,0,0,0,0,
20140516,2014,5,16,0,0,20140516,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20080202,2008,2,2,0,1,,,,,0,0,0,0,0,
20140408,2014,4,8,0,0,,,,,0,0,0,0,0,
20150419,2015,4,19,0,0,,,,,0,0,0,0,0,
20070602,2007,6,2,0,0,,,,,0,0,0,0,0,
20130829,2013,8,29,0,0,,,,,0,0,0,0,0,
20131104,2013,11,4,0,0,,,,,0,0,0,0,0,
20101013,2010,10,13,0,1,20101013,2,Urban Group,East Arm,0,2,0,0,2,C. porosus
20151113,2015,11,13,1,0,20151113,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20141104,2014,11,4,0,0,,,,,0,0,0,0,0,
20120628,2012,6,28,0,0,,,,,0,0,0,0,0,
20070227,2007,2,27,0,0,,,,,0,0,0,0,0,
20100205,2010,2,5,1,0,20100205,3,Northeast Group,Northern Suburb,2,1,2,1,6,C. porosus
20140611,2014,6,11,0,0,,,,,0,0,0,0,0,
20170313,2017,3,13,0,0,,,,,0,0,0,0,0,
20180226,2018,2,26,0,1,,,,,0,0,0,0,0,
20111007,2011,10,7,0,1,20111007,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20190523,2019,5,23,0,0,20190523,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20080807,2008,8,7,0,0,,,,,0,0,0,0,0,
20090401,2009,4,1,0,0,20090401,2,Urban Group,East Arm,0,1,0,0,1,C. porosus
20130508,2013,5,8,0,0,20130508,1,South Group,Pioneer Creek,2,0,0,0,2,C. porosus
20071118,2007,11,18,0,1,,,,,0,0,0,0,0,
20110829,2011,8,29,0,0,,,,,0,0,0,0,0,
20161230,2016,12,30,0,0,,,,,0,0,0,0,0,
20181203,2018,12,3,0,0,,,,,0,0,0,0,0,
20140304,2014,3,4,0,0,,,,,0,0,0,0,0,
20131210,2013,12,10,0,0,20131210,3,Northeast Group,Northern Suburb,0,1,2,1,4,C. porosus
20190828,2019,8,28,0,0,20190828,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20130424,2013,4,24,0,0,20130424,2,Urban Group,Darwin,1,1,0,0,2,C. porosus
20190309,2019,3,9,0,0,,,,,0,0,0,0,0,
20150321,2015,3,21,0,0,,,,,0,0,0,0,0,
20140517,2014,5,17,0,0,,,,,0,0,0,0,0,
20150125,2015,1,25,0,0,,,,,0,0,0,0,0,
20090117,2009,1,17,1,0,,,,,0,0,0,0,0,
20080116,2008,1,16,0,1,,,,,0,0,0,0,0,
20140909,2014,9,9,0,0,,,,,0,0,0,0,0,
20141122,2014,11,22,0,0,,,,,0,0,0,0,0,
20160123,2016,1,23,1,0,,,,,0,0,0,0,0,
20141105,2014,11,5,0,0,20141105,4,West Group,West Arm,0,0,0,1,1,C. porosus
20160906,2016,9,6,0,0,,,,,0,0,0,0,0,
20180604,2018,6,4,0,0,,,,,0,0,0,0,0,
20070905,2007,9,5,0,1,,,,,0,0,0,0,0,
20110402,2011,4,2,0,0,,,,,0,0,0,0,0,
20090316,2009,3,16,0,0,,,,,0,0,0,0,0,
20180219,2018,2,19,0,1,,,,,0,0,0,0,0,
20120913,2012,9,13,0,0,20120913,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20091027,2009,10,27,0,0,,,,,0,0,0,0,0,
20170302,2017,3,2,0,0,20170302,4,West Group,West Arm,0,1,0,3,4,C. porosus
20130417,2013,4,17,0,0,20130417,1,South Group,Middle Arm,1,0,0,1,2,C. porosus
20130120,2013,1,20,0,0,,,,,0,0,0,0,0,
20120209,2012,2,9,0,1,20120209,1,South Group,Middle Arm,1,1,3,0,5,C. porosus
20100730,2010,7,30,0,1,20100730,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20131223,2013,12,23,0,0,,,,,0,0,0,0,0,
20140805,2014,8,5,0,0,,,,,0,0,0,0,0,
20170818,2017,8,18,0,0,,,,,0,0,0,0,0,
20061206,2006,12,6,1,0,,,,,0,0,0,0,0,
20190504,2019,5,4,0,0,,,,,0,0,0,0,0,
20190524,2019,5,24,0,0,,,,,0,0,0,0,0,
20100108,2010,1,8,1,0,,,,,0,0,0,0,0,
20161231,2016,12,31,0,0,,,,,0,0,0,0,0,
20181202,2018,12,2,0,0,,,,,0,0,0,0,0,
20090731,2009,7,31,0,0,,,,,0,0,0,0,0,
20160514,2016,5,14,0,0,,,,,0,0,0,0,0,
